Codigo del ambito,Ambito,Codigo de Area(ISO3),Area,Codigo del elemento,Elemento,Codigo del producto,Producto,Codigo del year,Year,Unidad,Valor,Simbolo,Descripcion del Simbolo
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""39275.97"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""40826.65"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""2044.34"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""2127.78"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUS"",""Australia"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""192.38"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""241.24"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""1238.23"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""1249.55"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""2309.8"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""2227.04"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""4329.88"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""4321.85"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""0.05"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""0.18"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""11.99"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""10.95"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""153.82"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""169.12"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""78.9"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""92.98"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""81.22"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""83.36"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AUT"",""Austria"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""226.37"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""245.75"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""1995.33"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""2127.65"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""3320.53"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""3564.17"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""1228.19"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""1306.85"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""628.6"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""629.7"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""103.7"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""94.7"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""1011.34"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""547.32"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0.17"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0.18"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""7962.94"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""7960.86"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""AZE"",""Azerbaiyan"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""10.74"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""11.68"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""0.5"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""0.25"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""289.45"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""343.62"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""323.38"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""358.28"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""143.29"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""104.93"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""51.12"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""17.71"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""133.67"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""127.65"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""48.1"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""14.57"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""190.29"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""211.87"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHS"",""Bahamas"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""18.54"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""18.38"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""0.26"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""0.25"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""0.25"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""0.56"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""0.38"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2021"",""2021"",""1000 ha"",""0.77"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2020"",""2020"",""1000 ha"",""0.03"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6975"",""Manglares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2020"",""2020"",""1000 ha"",""0.44"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6976"",""Áreas cubiertas por arbustos"",""2021"",""2021"",""1000 ha"",""0.59"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2020"",""2020"",""1000 ha"",""0.23"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6977"",""Vegetación arbustiva y/o herbácea, acuática o periódicamente inundada"",""2021"",""2021"",""1000 ha"",""0.08"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6978"",""Áreas de vegetación natural dispersa"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2020"",""2020"",""1000 ha"",""41.26"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6979"",""Tierras desérticas"",""2021"",""2021"",""1000 ha"",""40.67"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2020"",""2020"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6980"",""Nieve permanente y glaciares"",""2021"",""2021"",""1000 ha"",""0"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2020"",""2020"",""1000 ha"",""5.97"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6981"",""Cuerpos de aguas interiores"",""2021"",""2021"",""1000 ha"",""6.06"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BHR"",""Bahrein"",""5013"",""Area from WorldCover"",""6982"",""Cuerpos de agua costera y zonas intermareales"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2020"",""2020"",""1000 ha"",""164.06"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6970"",""Superficies artificiales (incluidas las zonas urbanas y conexas)"",""2021"",""2021"",""1000 ha"",""222.64"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2020"",""2020"",""1000 ha"",""7000.66"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6971"",""Cultivos herbáceos"",""2021"",""2021"",""1000 ha"",""6683.78"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6972"",""Cultivos madereros"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2020"",""2020"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6973"",""Cultivos múltiples o estratificados"",""2021"",""2021"",""1000 ha"","""",""O"",""Valor ausente"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2020"",""2020"",""1000 ha"",""104.3"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6983"",""Pastizales"",""2021"",""2021"",""1000 ha"",""205.02"",""E"",""Valor estimado"""
"LC,""Cobertura de la tierra"",""BGD"",""Bangladesh"",""5013"",""Area from WorldCover"",""6974"",""Áreas cubiertas por árboles"",""2020"",""2020"",""1000 ha"",""4837.47"",""E"",""Valor estimado"""
